Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Brunnen;6440;0;Ingenbohl;1364;SZ;2689509.562;1205485.673;de;01.07.2008
Lauerz;6424;0;Lauerz;1365;SZ;2686677.875;1209008.607;de;01.07.2008
Stoos SZ;6433;0;Morschach;1366;SZ;2693230.3;1202808.748;de;01.07.2008
Brunnen;6440;0;Morschach;1366;SZ;2689243.592;1203516.954;de;01.07.2008
Morschach;6443;0;Morschach;1366;SZ;2690614.457;1204305.42;de;01.07.2008
Sisikon;6452;0;Morschach;1366;SZ;2690509.697;1201162.183;de;01.07.2008
Stoos SZ;6433;0;Muotathal;1367;SZ;2695588.417;1204190.392;de;01.07.2008
Muotathal;6436;0;Muotathal;1367;SZ;2700863.878;1201888.52;de;01.07.2008
Bisisthal;6436;2;Muotathal;1367;SZ;2709608.804;1198656.376;de;01.07.2008
Ried (Muotathal);6436;3;Muotathal;1367;SZ;2696501.206;1204141.454;de;01.07.2008
Klöntal;8750;3;Muotathal;1367;SZ;2710948.956;1208323.933;de;01.07.2008
Unteriberg;8842;0;Oberiberg;1368;SZ;2705336.703;1207993.514;de;01.07.2008
Oberiberg;8843;0;Oberiberg;1368;SZ;2700751.22;1210042.443;de;01.07.2008
Riemenstalden;6452;2;Riemenstalden;1369;SZ;2696515.152;1199483.408;de;01.07.2008
Rothenthurm;6418;0;Rothenthurm;1370;SZ;2694027.159;1216969.208;de;01.07.2008
Morgarten;6315;3;Sattel;1371;SZ;2691974.413;1217222.942;de;01.07.2008
Sattel;6417;0;Sattel;1371;SZ;2690280.383;1215159.631;de;01.07.2008
Rothenthurm;6418;0;Sattel;1371;SZ;2692161.455;1216788.172;de;01.07.2008
Steinen;6422;0;Sattel;1371;SZ;2689121.525;1213620.628;de;01.07.2008
Sattel;6417;0;Schwyz;1372;SZ;2692977.912;1213001.645;de;01.07.2008
Seewen SZ;6423;0;Schwyz;1372;SZ;2690859.356;1210106.938;de;01.07.2008
Schwyz;6430;0;Schwyz;1372;SZ;2693320.43;1209307.261;de;01.07.2008
Rickenbach b. Schwyz;6432;0;Schwyz;1372;SZ;2695657.551;1207361.426;de;01.07.2008
Ibach;6438;0;Schwyz;1372;SZ;2691920.378;1206342.464;de;01.07.2008
Unteriberg;8842;0;Schwyz;1372;SZ;2701435.141;1206595.798;de;01.07.2008
Oberiberg;8843;0;Schwyz;1372;SZ;2699121.008;1208175.128;de;01.07.2008
Steinen;6422;0;Steinen;1373;SZ;2689002.445;1211911.397;de;01.07.2008
Steinerberg;6416;0;Steinerberg;1374;SZ;2686711.652;1213289.68;de;01.07.2008
Unteriberg;8842;0;Unteriberg;1375;SZ;2703417.231;1212648.74;de;01.07.2008
Euthal;8844;0;Unteriberg;1375;SZ;2707219.422;1214446.855;de;01.07.2008
Studen SZ;8845;0;Unteriberg;1375;SZ;2707736.445;1210387.557;de;01.07.2008
Pilatus Kulm;6010;2;Alpnach;1401;OW;2662154.138;1203458.773;de;01.07.2008
Alpnachstad;6053;0;Alpnach;1401;OW;2664633.846;1201988.594;de;01.07.2008
Alpnach Dorf;6055;0;Alpnach;1401;OW;2658796.519;1200208.662;de;01.07.2008
Kerns;6064;0;Alpnach;1401;OW;2664141.119;1197612.259;de;01.07.2008
Grafenort;6388;0;Engelberg;1402;OW;2671110.601;1190536.821;de;01.07.2008
Engelberg;6390;0;Engelberg;1402;OW;2675924.68;1185531.319;de;01.07.2008
Giswil;6074;0;Giswil;1403;OW;2652029.045;1187475.688;de;01.07.2008
Sörenberg;6174;0;Giswil;1403;OW;2647798.7;1183426.776;de;01.07.2008
Kerns;6064;0;Kerns;1404;OW;2665797.554;1195401.987;de;01.07.2008
St. Niklausen OW;6066;0;Kerns;1404;OW;2665765.714;1191698.757;de;01.07.2008
Melchtal;6067;0;Kerns;1404;OW;2665589.814;1186343.267;de;01.07.2008
Melchsee-Frutt;6068;0;Kerns;1404;OW;2665510.244;1181609.678;de;01.07.2008
Lungern;6078;0;Lungern;1405;OW;2657457.351;1182014.002;de;01.07.2008
Bürglen OW;6078;2;Lungern;1405;OW;2654985.585;1184745.961;de;01.07.2008
Melchtal;6067;0;Sachseln;1406;OW;2664660.58;1187819.85;de;01.07.2008
Sachseln;6072;0;Sachseln;1406;OW;2661512.123;1186039.199;de;01.07.2008
Flüeli-Ranft;6073;0;Sachseln;1406;OW;2662543.081;1191896.749;de;01.07.2008
Giswil;6074;0;Sachseln;1406;OW;2657714.074;1188530.667;de;01.07.2008
Kägiswil;6056;0;Sarnen;1407;OW;2661633.168;1196519.627;de;01.07.2008
Sarnen;6060;0;Sarnen;1407;OW;2661862.441;1194783.577;de;01.07.2008
Ramersberg;6060;2;Sarnen;1407;OW;2659616.153;1195102.605;de;01.07.2008
Wilen (Sarnen);6062;0;Sarnen;1407;OW;2658744.673;1191657.702;de;01.07.2008
Stalden (Sarnen);6063;0;Sarnen;1407;OW;2655200.124;1194519.228;de;01.07.2008
Beckenried;6375;0;Beckenried;1501;NW;2679091.065;1197917.345;de;01.07.2008
Emmetten;6376;0;Beckenried;1501;NW;2679589.298;1200706.017;de;01.07.2008
Buochs;6374;0;Buochs;1502;NW;2674488.717;1201869.037;de;01.07.2008
Dallenwil;6383;0;Dallenwil;1503;NW;2671954.614;1197291.647;de;01.07.2008
Wiesenberg;6383;3;Dallenwil;1503;NW;2670087.397;1197320.652;de;01.07.2008
Wirzweli;6383;4;Dallenwil;1503;NW;2670707.876;1195940.627;de;01.07.2008
Emmetten;6376;0;Emmetten;1504;NW;2682410.768;1199693.565;de;01.07.2008
Seelisberg;6377;0;Emmetten;1504;NW;2685229.413;1203111.67;de;01.07.2008
Obbürgen;6363;0;Ennetbürgen;1505;NW;2672435.769;1205056.487;de;01.07.2008
Bürgenstock;6363;2;Ennetbürgen;1505;NW;2672863.468;1205410.235;de;01.07.2008
Ennetbürgen;6373;0;Ennetbürgen;1505;NW;2673431.877;1204505.193;de;01.07.2008
Buochs;6374;0;Ennetbürgen;1505;NW;2674336.208;1203614.91;de;01.07.2008
Stansstad;6362;0;Ennetmoos;1506;NW;2667840.999;1201939.556;de;01.07.2008
Stans;6370;0;Ennetmoos;1506;NW;2668809.356;1201557.275;de;01.07.2008
Ennetmoos;6372;0;Ennetmoos;1506;NW;2666992.137;1199482.743;de;01.07.2008
Kriens;6010;0;Hergiswil (NW);1507;NW;2661911.715;1204693.489;de;01.07.2008
Eigenthal;6013;0;Hergiswil (NW);1507;NW;2659743.153;1204048.796;de;01.07.2008
Hergiswil NW;6052;0;Hergiswil (NW);1507;NW;2663914.703;1204229.859;de;01.07.2008
Stans;6370;0;Oberdorf (NW);1508;NW;2671248.124;1201114.394;de;01.07.2008
Oberdorf NW;6370;41;Oberdorf (NW);1508;NW;2672368.859;1200481.047;de;01.07.2008
Buochs;6374;0;Oberdorf (NW);1508;NW;2673605.915;1201021.77;de;01.07.2008
Büren NW;6382;0;Oberdorf (NW);1508;NW;2674071.072;1199353.045;de;01.07.2008
Niederrickenbach;6383;2;Oberdorf (NW);1508;NW;2675951.494;1198328.02;de;01.07.2008
Stansstad;6362;0;Stans;1509;NW;2668782.577;1202239.895;de;01.07.2008
Stans;6370;0;Stans;1509;NW;2670503.779;1200940.546;de;01.07.2008
Ennetmoos;6372;0;Stans;1509;NW;2669266.104;1201003.621;de;01.07.2008
Ennetbürgen;6373;0;Stans;1509;NW;2672193.973;1203279.061;de;01.07.2008
Stansstad;6362;0;Stansstad;1510;NW;2668686.874;1202881;de;01.07.2008
Obbürgen;6363;0;Stansstad;1510;NW;2670874.231;1204172.127;de;01.07.2008
Fürigen;6363;1;Stansstad;1510;NW;2669413.524;1203862.958;de;01.07.2008
Bürgenstock;6363;2;Stansstad;1510;NW;2671196.25;1205405.628;de;01.07.2008
Kehrsiten;6365;0;Stansstad;1510;NW;2670549.982;1205260.568;de;01.07.2008
Dallenwil;6383;0;Wolfenschiessen;1511;NW;2672857.489;1198109.697;de;01.07.2008
Niederrickenbach;6383;2;Wolfenschiessen;1511;NW;2676226.984;1196911.327;de;01.07.2008
Wolfenschiessen;6386;0;Wolfenschiessen;1511;NW;2671665.005;1194279.61;de;01.07.2008
Oberrickenbach;6387;0;Wolfenschiessen;1511;NW;2676321.121;1192359.869;de;01.07.2008
Grafenort;6388;0;Wolfenschiessen;1511;NW;2669389.564;1190288.951;de;01.07.2008
Engelberg;6390;0;Wolfenschiessen;1511;NW;2670440.587;1184604.59;de;01.07.2008
Näfels;8752;0;Glarus Nord;1630;GL;2719385.436;1215759.188;de;01.07.2008
Mollis;8753;0;Glarus Nord;1630;GL;2725490.374;1217407.943;de;01.07.2008
Netstal;8754;0;Glarus Nord;1630;GL;2723649.481;1214471.787;de;01.07.2008
Filzbach;8757;0;Glarus Nord;1630;GL;2727582.313;1218919.682;de;01.07.2008
Obstalden;8758;0;Glarus Nord;1630;GL;2730377.351;1214881.37;de;01.07.2008
Bilten;8865;0;Glarus Nord;1630;GL;2719111.038;1223561.114;de;01.07.2008
Ziegelbrücke;8866;0;Glarus Nord;1630;GL;2722715.265;1221777.782;de;01.07.2008
Niederurnen;8867;0;Glarus Nord;1630;GL;2719604.862;1220992.544;de;01.07.2008
Oberurnen;8868;0;Glarus Nord;1630;GL;2721064.544;1219475.079;de;01.07.2008
Weesen;8872;0;Glarus Nord;1630;GL;2725640.757;1220766.175;de;01.07.2008
Mühlehorn;8874;0;Glarus Nord;1630;GL;2731188.615;1218288.319;de;01.07.2008
Glarus;8750;0;Glarus Süd;1631;GL;2724418.44;1209883.684;de;01.07.2008
Ennenda;8755;0;Glarus Süd;1631;GL;2724590.509;1209942.445;de;01.07.2008
Mitlödi;8756;0;Glarus Süd;1631;GL;2725598.701;1208386.589;de;01.07.2008
Schwanden GL;8762;0;Glarus Süd;1631;GL;2726398.812;1203129.742;de;01.07.2008
Schwändi b. Schwanden;8762;2;Glarus Süd;1631;GL;2723082.028;1208117.499;de;01.07.2008
Sool;8762;3;Glarus Süd;1631;GL;2727611.438;1207806.47;de;01.07.2008
Engi;8765;0;Glarus Süd;1631;GL;2731709.692;1206727.701;de;01.07.2008
Matt;8766;0;Glarus Süd;1631;GL;2732938.543;1202364.313;de;01.07.2008
Elm;8767;0;Glarus Süd;1631;GL;2730169.395;1196122.515;de;01.07.2008
Nidfurn;8772;0;Glarus Süd;1631;GL;2722246.96;1205351.087;de;01.07.2008
Haslen GL;8773;0;Glarus Süd;1631;GL;2724251.077;1202820.961;de;01.07.2008
Leuggelbach;8774;0;Glarus Süd;1631;GL;2721198.382;1204395.374;de;01.07.2008
Luchsingen;8775;1;Glarus Süd;1631;GL;2718688.594;1204412.858;de;01.07.2008
Hätzingen;8775;2;Glarus Süd;1631;GL;2722446.391;1202433.968;de;01.07.2008
Diesbach GL;8777;0;Glarus Süd;1631;GL;2722596.53;1200946.041;de;01.07.2008
Betschwanden;8777;2;Glarus Süd;1631;GL;2722985.229;1198949.353;de;01.07.2008
Rüti GL;8782;0;Glarus Süd;1631;GL;2720411.825;1199139.334;de;01.07.2008
Linthal;8783;0;Glarus Süd;1631;GL;2716928.122;1192189.322;de;01.07.2008
Braunwald;8784;0;Glarus Süd;1631;GL;2717873.206;1200172.851;de;01.07.2008
Glarus;8750;0;Glarus;1632;GL;2722908.245;1211034.799;de;01.07.2008
Riedern;8750;2;Glarus;1632;GL;2721765.764;1212190.849;de;01.07.2008
Klöntal;8750;3;Glarus;1632;GL;2716215.408;1208046.14;de;01.07.2008
Netstal;8754;0;Glarus;1632;GL;2722471.507;1214036.282;de;01.07.2008
Ennenda;8755;0;Glarus;1632;GL;2726080.763;1211653.195;de;01.07.2008
Zug;6300;0;Baar;1701;ZG;2680469.743;1226680.214;de;01.07.2008
Steinhausen;6312;0;Baar;1701;ZG;2680629.545;1227342.386;de;01.07.2008
Neuägeri;6314;1;Baar;1701;ZG;2685037.499;1223126.377;de;01.07.2008
Allenwinden;6319;0;Baar;1701;ZG;2684134.136;1224282.249;de;01.07.2008
Baar;6340;0;Baar;1701;ZG;2683202.517;1228006.283;de;01.07.2008
Neuheim;6345;0;Baar;1701;ZG;2685139.793;1228732.98;de;01.07.2008
Cham;6330;0;Cham;1702;ZG;2676876.589;1227744.886;de;01.07.2008
Hünenberg;6331;0;Cham;1702;ZG;2674075.089;1230708.755;de;01.07.2008
Hagendorn;6332;0;Cham;1702;ZG;2675049.088;1229165.408;de;01.07.2008
Mühlau;5642;0;Hünenberg;1703;ZG;2672630.457;1231351.644;de;01.07.2008
Hünenberg;6331;0;Hünenberg;1703;ZG;2674455.069;1225618.217;de;01.07.2008
Hagendorn;6332;0;Hünenberg;1703;ZG;2674597.348;1228361.914;de;01.07.2008
Hünenberg See;6333;0;Hünenberg;1703;ZG;2676359.877;1224925.488;de;01.07.2008
Menzingen;6313;0;Menzingen;1704;ZG;2690804.657;1225070.649;de;01.07.2008
Menzingen;6313;0;Menzingen;1704;ZG;2687921.269;1225029.687;de;01.07.2008
Edlibach;6313;2;Menzingen;1704;ZG;2686013.292;1226132.816;de;01.07.2008
Finstersee;6313;3;Menzingen;1704;ZG;2690890.766;1224397.492;de;01.07.2008
Neuägeri;6314;1;Menzingen;1704;ZG;2685354.697;1223079.976;de;01.07.2008
Alosen;6315;2;Menzingen;1704;ZG;2692055.904;1223315.708;de;01.07.2008
Menzingen;6313;0;Neuheim;1705;ZG;2688572.871;1228005.079;de;01.07.2008
Baar;6340;0;Neuheim;1705;ZG;2685033.299;1227166.13;de;01.07.2008
Sihlbrugg;6340;4;Neuheim;1705;ZG;2686403.648;1230098.803;de;01.07.2008
Neuheim;6345;0;Neuheim;1705;ZG;2686791.361;1228422.351;de;01.07.2008
Unterägeri;6314;0;Oberägeri;1706;ZG;2688547.397;1219224.254;de;01.07.2008
Oberägeri;6315;0;Oberägeri;1706;ZG;2688984.926;1221406.559;de;01.07.2008
Alosen;6315;2;Oberägeri;1706;ZG;2692030.568;1222178.452;de;01.07.2008
Morgarten;6315;3;Oberägeri;1706;ZG;2691921.16;1218342.015;de;01.07.2008
Sattel;6417;0;Oberägeri;1706;ZG;2689229.094;1217071.131;de;01.07.2008
Rothenthurm;6418;0;Oberägeri;1706;ZG;2693080.566;1219599.353;de;01.07.2008
Bennau;8836;0;Oberägeri;1706;ZG;2694801.729;1223361.714;de;01.07.2008
Rotkreuz;6343;0;Risch;1707;ZG;2675410.893;1222026.95;de;01.07.2008
Buonas;6343;2;Risch;1707;ZG;2677254.154;1221460.672;de;01.07.2008
Risch;6343;3;Risch;1707;ZG;2677404.252;1219772.746;de;01.07.2008
Holzhäusern ZG;6343;4;Risch;1707;ZG;2676035.683;1222832.829;de;01.07.2008
Steinhausen;6312;0;Steinhausen;1708;ZG;2679511.221;1227976.864;de;01.07.2008
Cham;6330;0;Steinhausen;1708;ZG;2678614.299;1228911.573;de;01.07.2008
Unterägeri;6314;0;Unterägeri;1709;ZG;2686729.563;1219163.297;de;01.07.2008
Neuägeri;6314;1;Unterägeri;1709;ZG;2685216.835;1222603.666;de;01.07.2008
Oberägeri;6315;0;Unterägeri;1709;ZG;2687476.3;1222477.322;de;01.07.2008
Walchwil;6318;0;Walchwil;1710;ZG;2683182.829;1217624.826;de;01.07.2008
Zug;6300;0;Zug;1711;ZG;2682507.913;1224819.09;de;01.07.2008
Zugerberg;6300;5;Zug;1711;ZG;2682655.163;1221785.613;de;01.07.2008
Neuägeri;6314;1;Zug;1711;ZG;2684781.267;1222841.863;de;01.07.2008
Oberwil b. Zug;6317;0;Zug;1711;ZG;2681050.434;1221071.529;de;01.07.2008
Walchwil;6318;0;Zug;1711;ZG;2685913.528;1215719.895;de;01.07.2008
Cham;6330;0;Zug;1711;ZG;2678785.544;1226402.815;de;01.07.2008
Châtillon FR;1473;2;Châtillon (FR);2008;FR;2553653.197;1186735.464;fr;01.07.2008
Cugy FR;1482;0;Cugy (FR);2011;FR;2558467.894;1184390.753;fr;01.07.2008
Vesin;1483;3;Cugy (FR);2011;FR;2556652.963;1183881.338;fr;01.07.2008
Fétigny;1532;0;Fétigny;2016;FR;2559922.096;1182622.052;fr;01.07.2008
Gletterens;1544;0;Gletterens;2022;FR;2561748.386;1194465.049;fr;01.07.2008
Estavayer-le-Lac;1470;0;Lully (FR);2025;FR;2555000.866;1187631.402;fr;01.07.2008
Lully FR;1470;2;Lully (FR);2025;FR;2555019.555;1186654.53;fr;01.07.2008
Seiry;1470;3;Lully (FR);2025;FR;2554042.326;1185076.923;fr;01.07.2008
Bollion;1470;4;Lully (FR);2025;FR;2553158.538;1185202.631;fr;01.07.2008
Ménières;1533;0;Ménières;2027;FR;2558105.14;1181740.823;fr;01.07.2008
Corcelles-près-Payerne;1562;0;Montagny (FR);2029;FR;2563900.571;1186342.582;fr;01.07.2008
Cousset;1774;0;Montagny (FR);2029;FR;2564328.709;1186284.303;fr;01.07.2008
Cousset;1774;0;Montagny (FR);2029;FR;2564402.153;1184887.014;fr;01.07.2008
Montagny-les-Monts;1774;2;Montagny (FR);2029;FR;2565956.315;1183595.526;fr;01.07.2008
Mannens;1775;2;Montagny (FR);2029;FR;2564253.256;1183144.326;fr;01.07.2008
Grandsivaz;1775;3;Montagny (FR);2029;FR;2565004.093;1181744.296;fr;01.07.2008
Montagny-la-Ville;1776;0;Montagny (FR);2029;FR;2566738.978;1185435.411;fr;01.07.2008
Nuvilly;1485;0;Nuvilly;2035;FR;2554026.755;1181850.319;fr;01.07.2008
Prévondavaux;1410;4;Prévondavaux;2038;FR;2551440.193;1175802.045;fr;01.07.2008
St-Aubin FR;1566;0;Saint-Aubin (FR);2041;FR;2564902.667;1193488.202;fr;01.07.2008
Les Friques;1566;2;Saint-Aubin (FR);2041;FR;2566145.067;1194017.517;fr;01.07.2008
Sévaz;1541;3;Sévaz;2043;FR;2556716.558;1187727.309;fr;01.07.2008
Seigneux;1525;2;Surpierre;2044;FR;2556014.567;1175387.322;fr;01.07.2008
Villeneuve FR;1527;0;Surpierre;2044;FR;2556302.93;1177162.693;fr;01.07.2008
Surpierre;1528;0;Surpierre;2044;FR;2555441.002;1177661.37;fr;01.07.2008
Praratoud;1528;2;Surpierre;2044;FR;2554532.216;1176159.511;fr;01.07.2008
Cheiry;1529;0;Surpierre;2044;FR;2553765.143;1177602.059;fr;01.07.2008
Chapelle (Broye);1534;2;Surpierre;2044;FR;2554932.098;1179618.934;fr;01.07.2008
Vallon;1565;2;Vallon;2045;FR;2563060.508;1192933.184;fr;01.07.2008
Montet (Broye);1483;0;Les Montets;2050;FR;2556219.359;1185163.666;fr;01.07.2008
Frasses;1483;2;Les Montets;2050;FR;2556469.346;1186370.169;fr;01.07.2008
Aumont;1484;0;Les Montets;2050;FR;2555609.646;1182918.471;fr;01.07.2008
Granges-de-Vesin;1484;2;Les Montets;2050;FR;2554513.363;1184743.367;fr;01.07.2008
Sassel;1534;0;Les Montets;2050;FR;2556258.582;1182115.892;fr;01.07.2008
Delley;1567;0;Delley-Portalban;2051;FR;2564305.533;1195856.007;fr;01.07.2008
Portalban;1568;0;Delley-Portalban;2051;FR;2563037.472;1195576.707;fr;01.07.2008
Dompierre FR;1563;0;Belmont-Broye;2053;FR;2565964.304;1189651.525;fr;01.07.2008
Domdidier;1564;0;Belmont-Broye;2053;FR;2567364.601;1190064.757;fr;01.07.2008
Avenches;1580;0;Belmont-Broye;2053;FR;2568971.469;1191419.776;fr;01.07.2008
Oleyres;1580;2;Belmont-Broye;2053;FR;2569115.916;1189861.912;fr;01.07.2008
Grolley;1772;0;Belmont-Broye;2053;FR;2570570.984;1187619.403;fr;01.07.2008
Léchelles;1773;0;Belmont-Broye;2053;FR;2568182.987;1186515.588;fr;01.07.2008
Chandon;1773;2;Belmont-Broye;2053;FR;2569579.263;1187919.523;fr;01.07.2008
Russy;1773;3;Belmont-Broye;2053;FR;2566944.179;1187802.855;fr;01.07.2008
Montagny-la-Ville;1776;0;Belmont-Broye;2053;FR;2566001.639;1187035.509;fr;01.07.2008
Estavayer-le-Lac;1470;0;Estavayer;2054;FR;2555773.329;1188901.912;fr;01.07.2008
Font;1473;0;Estavayer;2054;FR;2553017.482;1187603.696;fr;01.07.2008
Font;1473;0;Estavayer;2054;FR;2554145.984;1186162.745;fr;01.07.2008
Autavaux;1475;0;Estavayer;2054;FR;2557080.92;1190607.548;fr;01.07.2008
Forel FR;1475;2;Estavayer;2054;FR;2558684.731;1191729.303;fr;01.07.2008
Montbrelloz;1475;3;Estavayer;2054;FR;2558004.09;1189369.517;fr;01.07.2008
Vuissens;1486;0;Estavayer;2054;FR;2548706.795;1175828.128;fr;01.07.2008
Murist;1489;0;Estavayer;2054;FR;2552006.635;1182841.31;fr;01.07.2008
Bussy FR;1541;0;Estavayer;2054;FR;2558346.088;1187203.517;fr;01.07.2008
Morens FR;1541;2;Estavayer;2054;FR;2559239.235;1188231.241;fr;01.07.2008
Rueyres-les-Prés;1542;0;Estavayer;2054;FR;2559812.791;1189622.137;fr;01.07.2008
Cheyres;1468;0;Cheyres-Châbles;2055;FR;2550270.299;1184327.96;fr;01.07.2008
Châbles FR;1474;0;Cheyres-Châbles;2055;FR;2552094.787;1185844.039;fr;01.07.2008
Auboranges;1673;3;Rue;2097;FR;2551391.97;1159458.898;fr;01.07.2008
Billens;1681;0;Billens-Hennens;2063;FR;2558562.137;1171207.377;fr;01.07.2008
Hennens;1681;2;Billens-Hennens;2063;FR;2557133.301;1170268.031;fr;01.07.2008
Chapelle (Glâne);1608;4;Rue;2097;FR;2553963.534;1159680.92;fr;01.07.2008
Le Châtelard-près-Romont;1689;0;Le Châtelard;2067;FR;2566332.617;1169323.269;fr;01.07.2008
Châtonnaye;1553;0;Châtonnaye;2068;FR;2562573.288;1177768.678;fr;01.07.2008
Vulliens;1085;0;Rue;2097;FR;2551433.75;1166077.534;fr;01.07.2008
Ecublens FR;1673;4;Rue;2097;FR;2551685.401;1162063.725;fr;01.07.2008
Grangettes-près-Romont;1686;0;Grangettes;2079;FR;2564725.788;1168959.268;fr;01.07.2008
Massonnens;1692;0;Massonnens;2086;FR;2564727.345;1172052.085;fr;01.07.2008
Romont FR;1680;0;Mézières (FR);2087;FR;2561491.5;1171268.414;fr;01.07.2008
Berlens;1680;2;Mézières (FR);2087;FR;2562620.254;1171591.241;fr;01.07.2008
Mézières FR;1684;0;Mézières (FR);2087;FR;2560898.781;1170032.756;fr;01.07.2008
Montet (Glâne);1674;2;Ursy;2102;FR;2551951.712;1165623.065;fr;01.07.2008
Romont FR;1680;0;Romont (FR);2096;FR;2560641.379;1171889.066;fr;01.07.2008
Chapelle (Glâne);1608;4;Rue;2097;FR;2553528.812;1159747.655;fr;01.07.2008
Promasens;1673;0;Rue;2097;FR;2552795.668;1161544.088;fr;01.07.2008
Gillarens;1673;2;Rue;2097;FR;2552942.273;1159520.752;fr;01.07.2008
Rue;1673;5;Rue;2097;FR;2552902.03;1163606.644;fr;01.07.2008
Blessens;1675;2;Rue;2097;FR;2554052.646;1162072.397;fr;01.07.2008
Chavannes-les-Forts;1676;0;Siviriez;2099;FR;2558437.899;1166775.304;fr;01.07.2008
Prez-vers-Siviriez;1677;0;Siviriez;2099;FR;2556769.76;1165018.804;fr;01.07.2008
Siviriez;1678;0;Siviriez;2099;FR;2557118.922;1167998.969;fr;01.07.2008
Villaraboud;1679;0;Siviriez;2099;FR;2559799.759;1167371.451;fr;01.07.2008
Romont FR;1680;0;Siviriez;2099;FR;2558337.344;1169207.872;fr;01.07.2008
Ursy;1670;0;Ursy;2102;FR;2553881.276;1165009.336;fr;01.07.2008
Bionnens;1670;2;Ursy;2102;FR;2555340.527;1165068.666;fr;01.07.2008
Esmonts;1670;3;Ursy;2102;FR;2554706.884;1166182.257;fr;01.07.2008
Vuarmarens;1674;0;Ursy;2102;FR;2553303.997;1166462.142;fr;01.07.2008
Morlens;1674;3;Ursy;2102;FR;2554093.415;1167295.794;fr;01.07.2008
Vauderens;1675;0;Ursy;2102;FR;2554982.119;1163706.431;fr;01.07.2008
Blessens;1675;2;Ursy;2102;FR;2554446.134;1161897.138;fr;01.07.2008
Mossel;1675;3;Ursy;2102;FR;2555853.536;1162898.302;fr;01.07.2008
Villariaz;1685;0;Vuisternens-devant-Romont;2113;FR;2561879.105;1168315.043;fr;01.07.2008
La Neirigue;1686;2;Vuisternens-devant-Romont;2113;FR;2563009.417;1170288.15;fr;01.07.2008
Vuisternens-devant-Romont;1687;0;Vuisternens-devant-Romont;2113;FR;2561262.794;1166758.396;fr;01.07.2008
La Magne;1687;2;Vuisternens-devant-Romont;2113;FR;2561319.345;1165330.528;fr;01.07.2008
Estévenens;1687;3;Vuisternens-devant-Romont;2113;FR;2563643.977;1168435.684;fr;01.07.2008
Sommentier;1688;0;Vuisternens-devant-Romont;2113;FR;2559950.308;1165082.574;fr;01.07.2008
Lieffrens;1688;2;Vuisternens-devant-Romont;2113;FR;2558562.062;1164636.494;fr;01.07.2008
La Joux FR;1697;0;Vuisternens-devant-Romont;2113;FR;2561390.719;1164077.671;fr;01.07.2008
Les Ecasseys;1697;2;Vuisternens-devant-Romont;2113;FR;2559482.784;1163423.085;fr;01.07.2008
Villaz-St-Pierre;1690;0;Villorsonnens;2114;FR;2564440.014;1174838.298;fr;01.07.2008
Villarsiviriaux;1694;0;Villorsonnens;2114;FR;2568025.219;1170913.957;fr;01.07.2008
Villargiroud;1694;2;Villorsonnens;2114;FR;2566465.916;1171788.456;fr;01.07.2008
Orsonnens;1694;3;Villorsonnens;2114;FR;2566125.329;1173622.223;fr;01.07.2008
Chavannes-sous-Orsonnens;1694;4;Villorsonnens;2114;FR;2565827.83;1175239.674;fr;01.07.2008
Torny-le-Grand;1748;0;Torny;2115;FR;2564026.606;1179898.922;fr;01.07.2008
Middes;1749;0;Torny;2115;FR;2562588;1180181.52;fr;01.07.2008
Romont FR;1680;0;Villaz;2117;FR;2561859.939;1172928.54;fr;01.07.2008
Villaz-St-Pierre;1690;0;Villaz;2117;FR;2563244.883;1174512.339;fr;01.07.2008
Lussy FR;1690;2;Villaz;2117;FR;2561817.361;1174293.519;fr;01.07.2008
Villarimboud;1691;0;Villaz;2117;FR;2563962.163;1176933.566;fr;01.07.2008
Albeuve;1669;0;Haut-Intyamon;2121;FR;2568230.381;1150644.14;fr;01.07.2008
Lessoc;1669;2;Haut-Intyamon;2121;FR;2572411.109;1150834.181;fr;01.07.2008
Les Sciernes-d'Albeuve;1669;3;Haut-Intyamon;2121;FR;2569131.829;1149601.735;fr;01.07.2008
Neirivue;1669;4;Haut-Intyamon;2121;FR;2568953.589;1152927.719;fr;01.07.2008
Montbovon;1669;5;Haut-Intyamon;2121;FR;2566635.386;1146392.297;fr;01.07.2008
Gumefens;1643;0;Pont-en-Ogoz;2122;FR;2572179.586;1169626.988;fr;01.07.2008
Avry-devant-Pont;1644;0;Pont-en-Ogoz;2122;FR;2572876.222;1170520.166;fr;01.07.2008
Le Bry;1645;0;Pont-en-Ogoz;2122;FR;2572710.724;1172189.783;fr;01.07.2008
Botterens;1652;0;Botterens;2123;FR;2575188.247;1162962.608;fr;01.07.2008
Villarbeney;1652;2;Botterens;2123;FR;2575359.353;1164284.947;fr;01.07.2008
Broc;1636;0;Broc;2124;FR;2575975.181;1160959.44;fr;01.07.2008
Châtel-sur-Montsalvens;1653;3;Broc;2124;FR;2575363.645;1162157.701;fr;01.07.2008
Bulle;1630;0;Bulle;2125;FR;2566968.287;1160728.999;fr;01.07.2008
La Tour-de-Trême;1635;0;Bulle;2125;FR;2568651.059;1159549.892;fr;01.07.2008
Le Pâquier-Montbarry;1661;0;Bulle;2125;FR;2569244.91;1161047.975;fr;01.07.2008
